g, x, y
0, 1.184536, -2.059312
0, 0.615057, -1.590677
0, 0.461052, -1.661245
0, 0.822064, -1.414679
0, 0.062278, -2.525134
0, 0.835149, -2.228977
0, 1.616794, -1.560842
0, 0.981510, -1.108127
0, 0.664463, -2.145879
0, 1.006692, -1.912320
0, 0.509314, -1.560440
0, 0.805677, -2.244339
0, 0.323803, -3.398597
0, 0.610007, -2.036373
0, 1.168018, -1.268027
0, 0.791200, -1.239161
0, 1.585858, -1.898861
0, 1.145496, -1.404693
0, 0.829750, -1.537171
0, 0.009973, -2.160766
0, 0.808711, -1.832922
0, 0.682804, -2.164066
0, 0.646527, -1.038067
0, 1.556222, -1.514184
0, 0.364459, -2.510269
0, 1.615946, -1.683909
0, 1.029869, -1.906332
0, 1.281367, -1.505104
0, 0.406033, -2.583394
0, 0.360398, -1.325585
0, 1.239897, -1.063955
0, 0.803515, -0.798144
0, 1.463020, -1.185651
0, 0.509645, -2.358296
0, 0.573996, -1.445601
0, 1.156232, -2.081523
0, 0.399633, -2.460505
0, 0.713418, -2.364978
0, 1.713020, -1.065576
0, 0.465509, -0.819312
0, -0.048977, -2.320268
0, 1.283394, -2.257964
0, 0.891474, -0.882301
0, 1.066084, -0.773131
0, -0.000735, -1.748206
0, 0.859299, -1.705490
0, -0.351165, -1.823165
0, 0.839537, -2.043770
0, 1.358665, -2.215963
0, -0.067478, -1.344157
0, 1.362298, -2.837767
0, 0.809925, -1.533944
0, 1.292465, -2.137465
0, 1.028507, -1.884741
0, 1.292009, -2.129329
0, 0.775389, -0.919269
0, 0.039005, -2.434959
0, 0.055198, -2.057343
0, 0.745843, -2.512765
0, 0.434536, -3.072898
0, 0.777131, -1.611615
0, 0.814420, -1.779574
0, 0.450315, -1.153803
0, 1.018105, -1.776491
0, 1.391626, -1.910088
0, 0.857010, -1.811154
0, 1.211086, -2.278840
0, 0.889537, -1.123169
0, 0.535774, -1.840037
0, -0.729976, -1.120390
0, 1.587683, -1.865978
0, 0.538124, -1.426777
0, 1.325919, -1.216688
0, 0.689595, -1.859233
0, 1.452374, -1.493936
0, 0.712840, -1.395872
0, 0.796180, -2.503150
0, 0.357034, -2.176458
0, 1.071514, -1.583906
0, 1.358921, -1.325839
0, 1.453000, -1.701313
0, 0.678586, -1.361106
0, -0.011079, -1.567217
0, 0.171115, -1.047058
0, 1.281578, -1.504695
0, 0.846479, -0.142447
0, 0.662542, -1.926651
0, 0.448150, -2.025440
0, 0.615422, -0.424316
0, 0.910127, -1.822161
0, 0.908032, -2.032598
0, 0.325560, -2.262946
0, 0.293180, -0.771779
0, 1.168026, -2.365489
0, 1.378296, -1.556847
0, 1.352369, -2.457983
0, 1.700938, -2.200915
0, 0.964287, -1.655343
0, 0.983643, -2.493402
0, -0.415806, -1.826491
0, 0.355076, -1.792191
0, 1.173752, -1.487530
0, 0.272115, -1.690446
0, 0.300701, -1.846418
0, 0.952796, -1.971950
0, 1.679544, -1.094888
0, 0.902589, -1.351072
0, 1.201570, -1.524581
0, 1.129977, -2.170796
0, 1.391034, -1.469692
0, 1.839266, -1.696435
0, 0.981793, -1.256606
0, 0.717121, -2.049165
0, 1.083818, -1.748239
0, 0.505149, -1.409043
0, 1.345766, -2.010603
0, 0.892144, -1.000350
0, 2.206790, -1.192163
0, 1.164052, -2.231714
0, 0.870847, -0.832401
0, 0.465328, -1.686449
0, -0.668124, -2.450571
0, 0.064909, -2.176815
0, 0.830212, -2.803981
0, 0.622949, -1.826051
0, 0.977645, -1.733448
0, 1.472292, -1.371099
0, 0.176248, -0.977661
0, 0.554247, -2.375682
0, 0.798857, -1.442735
0, 0.398163, -1.464529
0, 0.963358, -1.748641
0, 0.410690, -0.932147
0, 1.507817, -1.908852
0, 0.207001, -1.421975
0, 1.522949, -1.414336
0, 1.232762, -1.097611
0, 0.977529, -1.651493
0, 1.206789, -1.723988
0, 0.812311, -1.960024
0, 2.132134, -1.744494
0, 1.447586, -1.980523
0, 0.779364, -2.147667
0, 0.547915, -2.064634
0, 0.390962, -2.422926
0, 0.001510, -1.640069
0, 0.441120, -1.447267
0, 0.776539, -1.932116
0, 0.715158, -2.145410
0, 0.370589, -2.288946
0, 0.646501, -1.460176
0, 1.538310, -2.504664
0, 1.070064, -2.119658
0, -0.198931, -1.634410
0, 1.166004, -2.308126
0, 0.654306, -1.722782
0, 0.493668, -0.518821
0, 0.739186, -1.599226
0, 0.264217, -2.522222
0, 0.352365, -2.182582
0, 0.407395, -1.925305
0, 0.803081, -1.988018
0, 0.104255, -1.752588
0, 0.594919, -1.575389
0, 1.200508, -1.190952
0, 0.684667, -3.090114
0, 1.032506, -2.636751
0, 0.722538, -2.279535
0, 0.915339, -1.556716
0, 0.806178, -1.454620
0, 0.412300, -1.495408
0, 2.023669, -2.066008
0, 0.528587, -2.397289
0, 1.174183, -2.954496
1, -2.432477, -3.789932
1, -0.920858, -2.471336
1, -1.583741, -2.870863
1, -0.653919, -1.536064
1, -1.758386, -2.673870
1, -1.060190, -1.636201
1, -1.835908, -3.664106
1, -2.188130, -2.614583
1, -2.050604, -3.055171
1, -1.759978, -2.529220
1, -0.930841, -2.563520
1, -1.268673, -2.851672
1, -2.243293, -2.540267
1, -2.056816, -4.121225
1, -2.165686, -4.207952
1, -1.429425, -2.867114
1, -2.174935, -2.819114
1, -0.048470, -3.692053
1, -0.899827, -3.535028
1, -1.985282, -3.521981
1, -3.194280, -2.447350
1, -1.986583, -2.038878
1, -0.849822, -2.922457
1, -1.650257, -2.165665
1, -3.090206, -1.979826
1, -1.406979, -1.957844
1, -1.368821, -2.279299
1, -2.301200, -2.734251
1, -2.756572, -3.234837
1, -1.395216, -3.424375
1, -1.866736, -2.756473
1, -2.309655, -3.113616
1, -0.003458, -2.749359
1, -1.925614, -3.365641
1, -1.948294, -2.651215
1, -2.269850, -3.397680
1, -2.666431, -2.965103
1, -2.002793, -2.778286
1, -1.617339, -2.849459
1, -2.027891, -2.254052
1, -2.376675, -3.227878
1, -0.932981, -2.843962
1, -1.770465, -2.575466
1, -1.570388, -3.553280
1, -1.000394, -3.507135
1, -2.190567, -2.066023
1, -1.583569, -2.415036
1, -2.024281, -2.622949
1, -1.259457, -1.422332
1, -2.147003, -3.089146
1, -1.531934, -2.963987
1, -0.828146, -2.135470
1, -2.397427, -2.455765
1, -0.771118, -2.715654
1, -2.075443, -2.594232
1, -2.637338, -3.057592
1, -2.206122, -3.283105
1, -1.163962, -2.261676
1, -3.097071, -1.974780
1, -0.860628, -3.170976
1, -1.134741, -3.391708
1, -0.918650, -4.619552
1, -2.121154, -2.678455
1, -1.881627, -2.706974
1, -1.610492, -2.096103
1, -1.961952, -2.205154
1, -1.807583, -3.397962
1, -1.448967, -2.600936
1, -1.812971, -3.158027
1, -2.038719, -2.543016
1, -1.625386, -2.670153
1, -1.766466, -3.600357
1, -1.620641, -2.855247
1, -2.467547, -3.685850
1, -2.043650, -2.459553
1, -2.478164, -1.629110
1, -1.622810, -3.327213
1, -1.404866, -2.212065
1, -1.750707, -3.110924
1, -1.736235, -4.128326
1, -1.265037, -3.153442
1, -0.879892, -3.592897
1, -1.794264, -3.366648
1, -2.533856, -2.640325
1, -2.381263, -3.343755
1, -1.993015, -2.849394
1, -2.491428, -3.178968
1, -1.727881, -1.850074
1, -1.839987, -2.747193
1, -2.931705, -2.821044
1, -1.542272, -2.143351
1, -1.150821, -3.115570
1, -1.017401, -2.819637
1, -2.921178, -2.428638
1, -2.259558, -2.474120
1, -1.324213, -3.456623
1, -1.142671, -2.808017
1, -1.738205, -3.969479
1, -2.192210, -2.436022
1, -1.560886, -1.629235
1, -0.667561, -2.883085
1, -0.140487, -3.164867
1, -1.113725, -2.231691
1, -2.372104, -1.999733
1, -1.752660, -2.899153
1, -2.293908, -3.126621
1, -2.216365, -2.771314
1, -2.449572, -3.234382
1, -2.263264, -3.988581
1, -2.026309, -1.732631
1, -0.826611, -3.879636
1, -1.710872, -3.133980
1, -1.732490, -2.549749
1, -1.810158, -3.498736
1, -1.954863, -2.488625
1, -1.864325, -3.155772
1, -1.491883, -3.750794
1, -1.271903, -3.183449
1, -2.993141, -2.780563
1, -1.337746, -3.713723
1, -1.677383, -3.082403
1, -1.024774, -3.630496
1, -1.240183, -3.574997
1, -1.889571, -2.997416
1, -1.083122, -3.073658
1, -1.619919, -2.763291
1, -1.993141, -2.058844
1, -1.249600, -3.154088
1, -3.084053, -3.652473
1, -2.063478, -3.885180
1, -1.686162, -2.740347
1, -2.279927, -2.291988
1, -1.536714, -3.297411
1, -1.084274, -4.255890
1, -1.315696, -2.644933
1, -3.009480, -2.991518
1, -1.730360, -2.835376
1, -2.340213, -1.516648
1, -1.132707, -3.023281
1, -1.496357, -1.800598
1, -2.104489, -3.364794
1, -1.560050, -3.194933
1, -1.685508, -2.889421
1, -2.258122, -2.903379
1, -1.509866, -2.149709
1, -1.151170, -2.084526
1, -2.471349, -3.999031
1, -0.476257, -3.203670
1, -1.751096, -2.952981
1, -2.020793, -2.958194
1, -2.344463, -2.467862
1, -1.261798, -3.032952
1, -1.997394, -2.465862
1, -0.775962, -2.748940
1, -2.962825, -3.152744
1, -1.246593, -3.078927
1, -1.292849, -1.608237
1, -2.437083, -2.829502
1, -1.219411, -2.988716
1, -0.349742, -3.223288
1, -2.458838, -2.277641
1, -2.603217, -2.489557
1, -0.822696, -2.586266
1, -0.988658, -2.709572
1, -1.212093, -2.126094
1, -0.532698, -2.461571
1, -1.818152, -3.632627
1, -1.065312, -3.641937
1, -1.740578, -2.919304
1, -1.238297, -2.109343
1, -1.227586, -1.955120
1, -2.340134, -2.223963
1, -1.369654, -2.056944
1, -0.892536, -2.490636
1, -0.662946, -2.454823
1, -2.256139, -2.398389
1, -2.775621, -1.940169
1, -1.860897, -3.304294
1, -2.856572, -1.938678
1, -1.144255, -3.308453
1, -0.972749, -3.520041
1, -1.291691, -3.156183
1, -0.566552, -3.669954
1, -1.233613, -2.396672
1, -1.185354, -3.090858
1, -1.282484, -4.165167
1, -0.243616, -2.968829
1, -1.874111, -3.007096
1, -2.606416, -2.999929
1, -1.286277, -2.525893
1, -1.848381, -3.025558
1, -1.789805, -2.926795
1, -2.161923, -2.950608
1, -1.653312, -2.702563
1, -1.835685, -1.879295
1, -1.204118, -3.024986
1, -1.938005, -3.315376
1, -2.150837, -3.983933
1, -2.338350, -2.220139
1, -0.655523, -2.415067
1, -2.205430, -2.750197
1, -1.682694, -2.868220
1, -1.549232, -2.346849
1, -2.116934, -2.710138
1, -2.586857, -3.308489
1, -2.082484, -3.001990
1, -1.458194, -2.475045
1, -2.437983, -2.280781
1, -1.437258, -2.581739
1, -1.626598, -2.099563
1, -2.967602, -2.339550
1, -2.006645, -3.683105
1, -1.371567, -2.190282
1, -1.769418, -2.269108
1, -0.987808, -4.841024
1, -1.736053, -2.998254
1, -1.639070, -2.217622
1, -2.475232, -3.672023
1, -1.877204, -2.196630
1, -0.520375, -2.964629
1, -2.267119, -3.158276
1, -0.979579, -1.320191
1, -1.431064, -2.914039
1, -1.640441, -2.203274
1, -1.000927, -2.648563
1, -2.679546, -3.393955
1, -2.248768, -3.463835
1, -2.148755, -2.172435
1, -0.446777, -2.671192
1, -1.513335, -3.457922
1, -1.500422, -3.382179
1, -1.760651, -3.333902
1, -1.568637, -2.303199
1, -0.630502, -3.034415
1, -1.194988, -3.403806
1, -1.502809, -3.538346
1, -2.024847, -2.712003
1, -1.387162, -3.393473
1, -1.489939, -3.783086
1, -1.484452, -2.522409
1, -1.532130, -3.904883
1, -1.005563, -3.207365
1, -2.160968, -3.191293
1, -1.277484, -4.016540
1, -1.485374, -2.048784
1, -1.056033, -2.930814
1, -1.560247, -2.944449
1, -1.768532, -3.820884
1, -0.862097, -4.305408
1, -1.390782, -3.531561
1, -2.158285, -2.441144
1, -1.465984, -2.997932
1, -1.061042, -2.429660
1, -2.385859, -2.816518
1, -0.919336, -1.963232
1, -1.573564, -2.003423
1, -0.664063, -2.486798
1, -2.043921, -2.941921
1, -2.400269, -3.461337
1, -0.441524, -2.742442
1, -1.453786, -3.031541
1, -1.132319, -3.945698
1, -1.827729, -2.731247
1, -2.220924, -3.443578
1, -0.885563, -2.533319
1, -1.007314, -2.526060
1, -0.837731, -2.068024
1, -0.799853, -3.583160
1, -1.640143, -2.739758
1, -1.095679, -2.991538
1, -2.148282, -1.698146
1, -1.491092, -3.520235
1, -2.285902, -3.305538
1, -2.683956, -3.083789
1, -2.270009, -3.358995
1, -2.004529, -2.305573
1, -1.472491, -2.633675
1, -1.848681, -3.379278
1, -1.744450, -2.828614
1, -1.551733, -2.525565
1, -2.207048, -3.277294
1, -2.424120, -2.879116
1, -1.924814, -2.646931
1, -1.242738, -3.717104
1, -0.804427, -2.422333
1, -1.326407, -2.990219
1, -2.144351, -3.515140
1, -3.323216, -2.587185
1, -1.509357, -1.975762
1, -1.135280, -2.581111
1, -1.404048, -2.935861
1, -1.602766, -2.459538
1, -1.476241, -2.438903
1, -1.600534, -3.059993
1, -2.644267, -3.037564
1, -0.505376, -1.078733
1, -1.384878, -3.763496
1, 0.340491, -2.579381
1, -1.295112, -3.141426
1, -1.301998, -3.139098
2, 1.093319, 1.324320
2, -0.684607, 1.048322
2, 0.262184, -0.224409
2, 0.206045, 1.398127
2, 1.863330, 0.728165
2, 1.192362, -1.112452
2, -1.095953, 0.590662
2, -0.369219, 0.958990
2, 0.366339, -1.249349
2, -0.316053, 1.254641
2, -0.078311, 0.202338
2, 0.232655, -0.531426
2, 1.084438, 1.490603
2, 1.000396, 0.754322
2, 1.829567, -0.120148
2, 0.788750, 0.046969
2, 0.886293, 1.000297
2, -0.140844, -0.677994
2, -0.051429, 0.540456
2, 0.329050, -0.708302
2, 0.691548, 0.493811
2, 0.742145, 1.336255
2, 1.056393, 1.465759
2, 0.436547, 0.125759
2, -0.554970, 1.313886
2, 0.071838, 1.196859
2, 0.516243, 0.621221
2, 0.077361, 1.252058
2, 1.286860, 0.692505
2, 0.358141, 0.738463
2, -0.643226, -0.389164
2, 0.485439, 1.246637
2, 0.606043, 0.137738
2, 1.228892, -0.024241
2, 0.053144, 0.220037
2, 0.169795, 1.360128
2, -0.592423, 0.593143
2, 0.348562, 0.809310
2, -0.199066, 0.005403
2, -0.365223, 1.171532
2, 0.758064, 1.803504
2, 0.470825, 1.180433
2, -0.141514, 0.309557
2, -0.779250, -0.229045
2, 0.317298, 0.107561
2, 0.125742, 0.860028
2, 1.058060, 0.518348
2, 1.362722, 0.491756
2, -0.007613, -0.458032
2, -0.875361, 1.219895
2, 0.148942, -0.289350
2, 0.056711, 0.916829
2, 0.737525, 0.881015
2, -0.942883, -0.165692
2, 1.008332, 0.829237
2, -0.476130, 0.774967
2, -0.250807, 0.810788
2, 0.897238, -0.012541
2, 1.190548, 0.002017
2, 0.337955, 0.062056
2, 0.279420, 0.255283
2, 0.475709, 0.037788
2, -0.085881, 0.132788
2, 0.422660, 0.197961
2, 1.674172, 1.289834
2, -0.140131, 0.347084
2, -0.083902, 0.922446
2, 0.342716, 0.959765
2, 2.385323, -0.247418
2, 0.141851, 1.061994
2, 1.093176, 0.030232
2, 0.940212, 0.333944
2, -0.230220, 0.841291
2, -0.220965, 0.677073
2, -0.474196, 0.641195
2, 1.208455, 0.359179
2, 0.824761, 0.576722
2, 0.289979, -0.575936
2, 0.159073, 1.244771
2, -0.892201, 0.368334
2, 1.588410, 0.691704
2, 0.074913, 0.457063
2, 0.670657, 0.507360
2, 0.471452, 0.140750
2, -0.289712, 0.319302
2, 0.278478, 1.116018
2, -0.083119, -0.133660
2, 0.787652, -0.905793
2, -0.538327, 0.541510
2, 0.864504, 1.426947
2, -0.085209, -0.026288
2, 0.005967, 0.730145
2, 0.760103, -0.067448
2, -0.180992, 0.725338
2, -0.401774, -0.527177
2, 0.443567, 0.635137
2, -0.175475, -0.135669
2, -0.085817, -0.210865
2, 1.446024, 0.479499
2, 0.433051, 0.624288
2, 1.877090, 0.880285
2, 0.191894, 0.030955
2, -0.276437, 0.564012
2, 0.576832, -0.448601
2, 0.715727, -0.008572
2, 0.219163, 1.192061
2, 0.873757, -0.309402
2, 1.225671, 0.282420
2, 0.085488, 0.575327
2, -0.549429, -0.192531
2, -1.544177, 0.252159
2, -0.284352, -0.961803
2, -0.912870, -0.252860
2, 0.274869, 1.201346
2, 0.843311, -0.289146
2, -0.703363, 0.458570
2, 0.951425, 0.898978
2, -0.246046, 1.448048
2, -0.407459, 0.734040
2, 0.551319, 1.364221
2, -0.275366, 0.438244
2, 0.129066, -0.715215
2, -0.025746, -0.189197
2, 0.166037, 1.108001
2, -0.649800, 0.279221
2, 0.304200, 0.810938
2, -0.225468, 0.883375
2, 1.096362, 0.017229
2, -0.743443, 0.523281
2, -0.197465, 0.366342
2, -0.351310, 0.800334
2, 0.630797, -0.470070
2, 0.191738, 1.308179
2, 1.425336, 0.300893
2, 1.093743, -1.063880
2, 0.054463, 0.550334
2, 0.241352, 0.160707
2, 1.689082, 0.286187
2, 0.943585, 0.642562
2, -0.328592, 0.764319
2, 0.083270, -0.033377
2, 0.018330, 0.304128
2, -0.746604, 1.376008
2, -0.245750, -0.204548
2, -0.034675, 0.946843
2, 0.711778, 1.533417
2, 1.356101, -0.092397
2, -0.155039, 0.042044
2, -0.781820, 0.781575
2, 0.130267, 0.871287
2, 0.293477, 0.231650
2, 0.612856, 0.758942
2, -0.561306, -0.129629
2, 0.005124, 1.509772
2, 0.131422, 0.062882
2, 0.429326, 0.127183
2, 0.826620, 0.466423
2, -0.210381, 1.557577
2, 1.497364, 1.140390
2, 0.876558, 0.231817
2, 0.539351, 0.967405
2, 0.343335, 0.557478
2, 0.643545, 1.213654
2, -0.379669, -0.261214
2, -0.463321, 0.857035
2, 0.632934, -0.569127
2, 0.122705, 0.186129
2, -0.330387, 1.017667
2, 0.182548, 0.631012
2, 1.792841, 0.966887
2, -0.592925, 1.059422
2, 1.301637, 1.925451
2, 0.356956, 1.003115
2, 0.263221, 1.222062
2, -0.095987, 0.629237
2, -0.388346, -0.138999
2, -1.099308, 0.958084
2, -1.718330, 0.469992
2, 0.786123, 0.511991
2, -0.729505, 0.615752
2, 1.215773, -0.098073
2, 1.566524, 0.694199
2, 1.146502, -0.278246
2, 0.929891, -0.316985
2, 0.569608, 0.323547
2, 1.149914, -0.826016
2, 1.873169, 0.063797
2, 0.304760, 1.390602
2, 0.655704, 1.573183
2, 1.263749, -1.156667
2, -0.439694, -0.923367
2, 1.221644, 0.315009
2, -0.252458, 0.127633
2, 0.535368, 0.091577
2, 0.843807, -0.636908
2, 0.636191, 0.578623
2, -0.137460, 0.644062
2, -0.379258, 0.532127
2, 1.112320, 1.268230
2, 0.352515, 1.425007
2, 0.788820, 0.739501
2, -0.621058, 0.094504
2, 0.006322, 0.891274
2, 1.342659, -0.372806
2, 0.136450, -0.481623
2, 0.072924, 0.623789
2, -0.066387, -0.252754
2, 0.009565, 0.697382
2, 0.828061, -0.381678
2, 0.103335, 0.400941
2, 0.514487, -0.502807
2, 1.548691, 0.100861
2, -0.012249, -0.218503
2, -0.154911, -0.230449
2, 0.960831, 0.905859
2, 0.717542, 1.039143
2, -0.276879, 0.364199
2, 1.494501, 0.764817
2, 0.992677, 0.384773
2, 0.122947, 0.676491
2, 0.041710, 0.212698
2, 0.192866, 1.711576
2, 0.741321, 0.027265
2, 0.676188, 0.788934
2, 0.704785, 0.160939
2, 0.320079, 0.414360
2, 0.530344, 0.689324
2, -0.077933, -0.058051
2, 0.713818, 1.760154
2, -0.027761, 0.629202
2, -0.817889, -0.379973
2, 0.882859, 1.498188
2, 0.274510, 1.425157
2, 1.101262, 0.466795
2, 0.518929, -0.181246
2, 1.529395, 1.465299
2, -0.013035, 0.465686
2, -0.418902, 1.329096
2, -0.150160, -0.390011
2, 0.676792, 0.643900
2, 1.143693, 1.385938
2, 1.355290, 0.937510
2, -0.011773, -0.420391
2, -0.499692, 0.529791
2, 0.502438, 0.597310
2, 0.387252, -0.461097
2, -0.117920, -0.386884
2, -0.484211, 0.399767
2, 1.214844, 0.405615
2, 1.403569, 0.148103
2, -0.298759, -0.138082
2, -0.620468, 0.070783
2, -0.426271, 1.285615
2, 0.462091, 0.915548
2, 1.062570, 0.926633
2, 0.972223, -0.017453
2, 0.050570, 0.105597
2, 0.454451, 0.676128
2, -0.237164, 0.356098
2, 1.919644, 0.215476
2, 0.093073, 0.793038
2, -0.057022, 1.614964
2, 0.259424, 0.037649
2, 0.738733, -0.214065
2, -0.936652, 1.057917
2, -0.218181, 0.397953
2, 0.531180, 0.539436
2, 1.998685, 0.595957
2, 0.478755, 0.534068
2, 1.032013, 1.105839
2, 0.246659, -0.390210
2, 0.768239, 1.825501
2, -0.588597, -0.086071
2, 0.069983, 0.128556
2, -0.067130, 1.416102
2, 1.253978, 0.329580
2, 0.749538, -0.564418
2, 0.101713, 0.245918
2, 1.383289, 0.524663
2, 1.080190, 0.586835
2, 0.578023, 1.203302
2, 1.113822, 0.178928
2, 0.296930, 1.449668
2, 0.110539, 0.637489
2, -0.115122, 1.076418
2, 0.560818, 0.261376
2, 0.251457, 0.587538
2, 0.149886, 0.434042
2, 0.563229, 0.481463
2, -0.778049, -0.212950
2, 0.608475, -0.491338
2, -0.304314, 0.370803
2, -0.162991, 0.954554
2, 0.494320, 0.442157
2, 0.542596, 0.429128
2, 0.387512, -0.200186
2, 0.850529, 0.000351
2, 0.768385, -0.187099
2, 0.340055, -0.525442
2, 0.807523, 1.048571
3, -1.166983, -2.652058
3, -2.728135, -2.149862
3, -2.903750, -2.053069
3, -1.239114, -2.379938
3, -1.021338, -2.105105
3, -2.942512, -1.669818
3, -2.466193, -2.135579
3, -1.455102, -2.343679
3, -2.339697, -1.660397
3, -1.009398, -2.411885
3, -1.480807, -1.168668
3, -2.404385, -3.002682
3, -1.528920, -1.332170
3, -1.981673, -3.105410
3, -1.295856, -2.238005
3, -1.586139, -1.934133
3, -1.308323, -2.570364
3, -3.193691, -0.674583
3, -1.106829, -2.975903
3, -2.607877, -2.842419
3, -0.860152, -2.161627
3, -3.068014, -1.839279
3, -1.214633, -2.125098
3, -1.963103, -2.393371
3, -2.537654, -2.236332
3, -2.472786, -1.993793
3, -3.087834, -2.280075
3, -2.965221, -1.712284
3, -0.635673, -1.803113
3, -1.687933, -0.899973
3, -1.354085, -1.567775
3, -1.439134, -1.516838
3, -2.751284, -2.080180
3, -1.328022, -1.326040
3, -2.389602, -2.032874
3, -1.777345, -2.430887
3, -2.686951, -3.661472
3, -0.908246, -2.013056
3, -1.157262, -2.621277
3, -1.880455, -2.732919
3, -2.416695, -2.774302
3, -1.726683, -2.266765
3, -3.395001, -1.334944
3, -0.607043, -2.459302
3, -1.385485, -1.707319
3, -1.858842, -1.697083
3, -1.788493, -2.802985
3, -2.479136, -2.296301
3, -1.727358, -1.760819
3, -2.000033, -1.915361
3, -0.960261, -2.867029
3, -2.723334, -2.499163
3, -1.529782, -2.249125
3, -2.285345, -2.542793
3, -2.435086, -1.584921
3, -1.340249, -2.174113
3, -0.942496, -2.583374
3, -2.476122, -2.670091
3, -1.096030, -2.726902
3, -2.097719, -1.876551
3, -1.753250, -1.541729
3, -1.394909, -1.474506
3, -1.996914, -3.503355
3, -2.536949, -2.239645
3, -3.047536, -2.777713
3, -2.150526, -2.097785
3, -1.139373, -2.691923
3, -2.117849, -1.385108
3, -2.556773, -1.749258
3, -2.515318, -2.388366
3, -1.228206, -1.803436
3, -1.329082, -1.869206
3, -1.117645, -2.192086
3, -2.940133, -3.072051
3, -1.908967, -2.422308
3, -2.788584, -2.651866
3, -1.207757, -2.164585
3, -2.007159, -3.573840
3, -2.386467, -2.129274
3, -1.763844, -2.103162
3, -3.057241, -1.681889
3, -3.073068, -2.519731
3, -1.815076, -0.904114
3, -1.775776, -2.142096
3, -0.922721, -3.116640
3, -2.871339, -2.618912
3, -2.987806, -2.404940
3, -1.504346, -2.150209
3, -2.366416, -2.029501
3, -1.435580, -0.869290
3, -2.888517, -2.339830
3, -1.740796, -2.118954
3, -1.529009, -1.208909
3, -2.278020, -2.446927
3, -2.094515, -2.224285
3, -1.621110, -2.045591
3, -2.740183, -1.828216
3, -2.285975, -1.633109
3, -1.704761, -1.719510
